Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
3282	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155145011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_1	Nonfiction	Children's Nonfiction	History	Ancient		
3283	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155146011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_2	Nonfiction	Children's Nonfiction	History	Asia		
3284	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155147011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_3	Nonfiction	Children's Nonfiction	History	Australia & Oceania		
3285	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155148011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_4	Nonfiction	Children's Nonfiction	History	Canada		
3286	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155149011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_5	Nonfiction	Children's Nonfiction	History	Central & South America		
3287	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155150011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_6	Nonfiction	Children's Nonfiction	History	Europe		
3288	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155151011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_7	Nonfiction	Children's Nonfiction	History	Exploration & Discovery		
3289	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155164011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_8	Nonfiction	Children's Nonfiction	History	Holocaust		
3290	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155165011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_9	Nonfiction	Children's Nonfiction	History	Medieval		
3291	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155166011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_10	Nonfiction	Children's Nonfiction	History	Mexico		
3292	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155167011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_11	Nonfiction	Children's Nonfiction	History	Middle East		
3293	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155168011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_12	Nonfiction	Children's Nonfiction	History	Military & Wars		
3294	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155169011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_13	Nonfiction	Children's Nonfiction	History	Modern		
3295	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155170011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_14	Nonfiction	Children's Nonfiction	History	Prehistoric		
3296	https://www.amazon.com/s?bbn=155143011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155171011&dc&qid=1690011602&rnid=155143011&ref=lp_155143011_nr_n_15	Nonfiction	Children's Nonfiction	History	Renaissance		
3297	https://www.amazon.com/s?bbn=155172011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155172011%2Cn%3A155173011&dc&qid=1690011635&rnid=155172011&ref=lp_155172011_nr_n_0	Nonfiction	Children's Nonfiction	History	United States	1800s	
3298	https://www.amazon.com/s?bbn=155172011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155172011%2Cn%3A155174011&dc&qid=1690011635&rnid=155172011&ref=lp_155172011_nr_n_1	Nonfiction	Children's Nonfiction	History	United States	1900s	
3299	https://www.amazon.com/s?bbn=155172011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155172011%2Cn%3A155175011&dc&qid=1690011635&rnid=155172011&ref=lp_155172011_nr_n_2	Nonfiction	Children's Nonfiction	History	United States	Colonial & Revolutionary	
3300	https://www.amazon.com/s?bbn=155172011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155143011%2Cn%3A155172011%2Cn%3A155185011&dc&qid=1690011635&rnid=155172011&ref=lp_155172011_nr_n_3	Nonfiction	Children's Nonfiction	History	United States	State & Local	
3301	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A155753011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_0	Nonfiction	Children's Nonfiction	People & Places	Action & Adventure		
3302	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155755011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_0	Nonfiction	Children's Nonfiction	People & Places	Biographies	Art	
3303	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155759011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_1	Nonfiction	Children's Nonfiction	People & Places	Biographies	Historical	
3304	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155760011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_2	Nonfiction	Children's Nonfiction	People & Places	Biographies	Literary	
3305	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155761011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_3	Nonfiction	Children's Nonfiction	People & Places	Biographies	Musical	
3306	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155763011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_4	Nonfiction	Children's Nonfiction	People & Places	Biographies	People of Color	
3307	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155764011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_5	Nonfiction	Children's Nonfiction	People & Places	Biographies	Performing Arts	
3308	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155765011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_6	Nonfiction	Children's Nonfiction	People & Places	Biographies	Political	
3309	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155766011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_7	Nonfiction	Children's Nonfiction	People & Places	Biographies	Religious	
3310	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155767011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_8	Nonfiction	Children's Nonfiction	People & Places	Biographies	Science & Technology	
3311	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155768011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_9	Nonfiction	Children's Nonfiction	People & Places	Biographies	Social Activists	
3312	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155769011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_10	Nonfiction	Children's Nonfiction	People & Places	Biographies	Sports & Recreation	
3313	https://www.amazon.com/s?bbn=319893011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319893011%2Cn%3A155770011&dc&qid=1690011649&rnid=319893011&ref=lp_319893011_nr_n_11	Nonfiction	Children's Nonfiction	People & Places	Biographies	U. S. Presidents & First Ladies	
3314	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A318469011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_2	Nonfiction	Children's Nonfiction	People & Places	Careers		
3315	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155777011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_0	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Africa	
3316	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155778011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_1	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Asia	
3317	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155779011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_2	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Australia & Oceania	
3318	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155780011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_3	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Canada	
3319	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155781011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_4	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Central & South America	
3320	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155782011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_5	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Europe	
3321	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155797011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_6	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Mexico	
3322	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155798011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_7	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Middle East	
3323	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155800011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_8	Nonfiction	Children's Nonfiction	People & Places	Explore the World	Polar Regions	
3324	https://www.amazon.com/s?bbn=319894011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319894011%2Cn%3A155801011&dc&qid=1690011677&rnid=319894011&ref=lp_319894011_nr_n_9	Nonfiction	Children's Nonfiction	People & Places	Explore the World	United States	
3325	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319895011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_4	Nonfiction	Children's Nonfiction	People & Places	Family Life		
3326	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319896011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_5	Nonfiction	Children's Nonfiction	People & Places	Holidays & Festivals		
3327	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A155187011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_6	Nonfiction	Children's Nonfiction	People & Places	Money		
3328	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A155856011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_7	Nonfiction	Children's Nonfiction	People & Places	Multilingual		
3329	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319897011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_8	Nonfiction	Children's Nonfiction	People & Places	Social Issues		
3330	https://www.amazon.com/s?bbn=155876011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155752011%2Cn%3A155876011%2Cn%3A155878011&dc&qid=1690011710&rnid=155876011&ref=lp_155876011_nr_n_0	Nonfiction	Children's Nonfiction	People & Places	Social Science	Customs, Traditions, Anthropology	
3331	https://www.amazon.com/s?bbn=155876011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155752011%2Cn%3A155876011%2Cn%3A155879011&dc&qid=1690011710&rnid=155876011&ref=lp_155876011_nr_n_1	Nonfiction	Children's Nonfiction	People & Places	Social Science	Folklore & Mythology	
3332	https://www.amazon.com/s?bbn=155876011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155752011%2Cn%3A155876011%2Cn%3A155881011&dc&qid=1690011710&rnid=155876011&ref=lp_155876011_nr_n_2	Nonfiction	Children's Nonfiction	People & Places	Social Science	Sociology	
3333	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319898011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_10	Nonfiction	Children's Nonfiction	People & Places	Social Situations		
3334	https://www.amazon.com/s?bbn=319892011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A155897011&dc&qid=1690011645&rnid=319892011&ref=lp_319892011_nr_n_11	Nonfiction	Children's Nonfiction	People & Places	Travel		
3335	https://www.amazon.com/s?bbn=319899011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319892011%2Cn%3A319899011%2Cn%3A155906011&dc&qid=1690011721&rnid=319899011&ref=lp_319899011_nr_n_0	Nonfiction	Children's Nonfiction	People & Places	Where We Live	House & Home	
3336	https://www.amazon.com/s?bbn=319883011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A155922011&dc&qid=1690011549&rnid=319883011&ref=lp_319883011_nr_n_5	Nonfiction	Children's Nonfiction	Philosophy			
3337	https://www.amazon.com/s?bbn=319883011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A155923011&dc&qid=1690011549&rnid=319883011&ref=lp_319883011_nr_n_6	Nonfiction	Children's Nonfiction	Politics & Government			
3338	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155908011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_0	Nonfiction	Children's Nonfiction	Reference	Almanacs		
3339	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155910011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_1	Nonfiction	Children's Nonfiction	Reference	Atlases		
3340	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155911011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_2	Nonfiction	Children's Nonfiction	Reference	Business & Money		
3341	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155912011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_3	Nonfiction	Children's Nonfiction	Reference	Dictionaries		
3342	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155913011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_4	Nonfiction	Children's Nonfiction	Reference	Encyclopedias		
3343	https://www.amazon.com/s?bbn=155915011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155907011%2Cn%3A155915011%2Cn%3A155916011&dc&qid=1690011741&rnid=155915011&ref=lp_155915011_nr_n_0	Nonfiction	Children's Nonfiction	Reference	Language Arts	Composition & Creative Writing	
3344	https://www.amazon.com/s?bbn=155915011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155907011%2Cn%3A155915011%2Cn%3A155918011&dc&qid=1690011741&rnid=155915011&ref=lp_155915011_nr_n_1	Nonfiction	Children's Nonfiction	Reference	Language Arts	Grammar	
3345	https://www.amazon.com/s?bbn=155915011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155907011%2Cn%3A155915011%2Cn%3A155920011&dc&qid=1690011741&rnid=155915011&ref=lp_155915011_nr_n_2	Nonfiction	Children's Nonfiction	Reference	Language Arts	Vocabulary & Spelling	
3346	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155921011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_6	Nonfiction	Children's Nonfiction	Reference	Law & Crime		
3347	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155924011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_7	Nonfiction	Children's Nonfiction	Reference	School & Education		
3348	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155925011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_8	Nonfiction	Children's Nonfiction	Reference	Study Aids		
3349	https://www.amazon.com/s?bbn=319900011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319900011%2Cn%3A155930011&dc&qid=1690011729&rnid=319900011&ref=lp_319900011_nr_n_9	Nonfiction	Children's Nonfiction	Reference	Thesauri		
3350	https://www.amazon.com/s?bbn=155933011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155933011%2Cn%3A155936011&dc&qid=1690011760&rnid=155933011&ref=lp_155933011_nr_n_0	Nonfiction	Children's Nonfiction	Religions	Christianity	Bible	Reference & Interpretation
3351	https://www.amazon.com/s?bbn=155933011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155933011%2Cn%3A155937011&dc&qid=1690011760&rnid=155933011&ref=lp_155933011_nr_n_1	Nonfiction	Children's Nonfiction	Religions	Christianity	Bible	Stories
3352	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155939011&dc&qid=1690011758&rnid=155932011&ref=lp_155932011_nr_n_1	Nonfiction	Children's Nonfiction	Religions	Christianity	Biographies	
3353	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090595011&dc&qid=1690011758&rnid=155932011&ref=lp_155932011_nr_n_2	Nonfiction	Children's Nonfiction	Religions	Christianity	Early Readers	
3354	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090596011&dc&qid=1690011758&rnid=155932011&ref=lp_155932011_nr_n_3	Nonfiction	Children's Nonfiction	Religions	Christianity	Inspirational	
3355	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090597011&dc&qid=1690011758&rnid=155932011&ref=lp_155932011_nr_n_4	Nonfiction	Children's Nonfiction	Religions	Christianity	Jesus	
3356	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155941011&dc&qid=1690011758&rnid=155932011&ref=lp_155932011_nr_n_5	Nonfiction	Children's Nonfiction	Religions	Christianity	Prayer	
3357	https://www.amazon.com/s?bbn=319901011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319901011%2Cn%3A155942011&dc&qid=1690011756&rnid=319901011&ref=lp_319901011_nr_n_1	Nonfiction	Children's Nonfiction	Religions	Eastern		
3358	https://www.amazon.com/s?bbn=319901011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319901011%2Cn%3A155949011&dc&qid=1690011756&rnid=319901011&ref=lp_319901011_nr_n_2	Nonfiction	Children's Nonfiction	Religions	Islam		
3359	https://www.amazon.com/s?bbn=319901011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319901011%2Cn%3A155950011&dc&qid=1690011756&rnid=319901011&ref=lp_319901011_nr_n_3	Nonfiction	Children's Nonfiction	Religions	Judaism		
3360	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155955011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_0	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Aeronautics & Space		
3361	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155952011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_1	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Agriculture		
3362	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155956011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_2	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Astronomy		
3363	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155958011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_3	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Biology		
3364	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155959011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_4	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Botany		
3365	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155960011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_5	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Chemistry		
3366	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A155964011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_6	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Electricity & Electronics		
3367	https://www.amazon.com/s?bbn=319903011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319903011%2Cn%3A155972011&dc&qid=1690011798&rnid=319903011&ref=lp_319903011_nr_n_0	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Health	Diet & Nutrition	
3368	https://www.amazon.com/s?bbn=319903011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319903011%2Cn%3A155978011&dc&qid=1690011798&rnid=319903011&ref=lp_319903011_nr_n_1	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Health	Fitness	
3369	https://www.amazon.com/s?bbn=319903011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319903011%2Cn%3A155990011&dc&qid=1690011798&rnid=319903011&ref=lp_319903011_nr_n_2	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Health	Heavy Machinery	
